seg_cabin,pax_fcny,seg_route_to,gender,age,province_name,marital_stat,next_flt_day,tkt_3y_amt,pit_out_amt,pit_accu_non_cnt,pit_accu_air_cnt,pit_next_level_dist,pit_next_level_leg,mdl_influence,pref_aircraft,per_month,per_line,per_dest_city,per_orig_city,seg_dep_time_interval,seg_dep_time_gap,cabin_hf_cnt_y1,cabin_hy_cnt_y1,cabin_y_cnt_y1,seat_window_cnt_y1,seat_walkway_cnt_y1,seat_middle_cnt_y1,complain_valid_cnt_y1,cabin_upgrd_cnt_y1,select_seat_cnt_y1,flt_cancel_cnt_y1,flt_delay_time_y1,cabin_fall_cnt_y1,noshow_rate_y1,tkt_avg_amt_y1,tkt_return_cnt_y1,tkt_return_all_cnt_y1,tkt_avg_interval_y1,pit_accu_amt_y1,pit_avg_accu_amt_y1,pit_avg_cons_amt_y1,pit_accu_cnt_y1,pit_cons_cnt_y1,pit_add_non_amt_y1,pit_add_buy_amt_y1,pit_des_mall_amt_y1,pit_des_mall_cnt_y1,pit_des_out_cnt_y1,pit_avg_amt_y1,pit_avg_interval_y1,pit_ech_avg_amt_y1,pit_out_avg_amt_y1,dist_cnt,prebuy_d_cnt_y1_d3,prebuy_i_cnt_y1_d3,emd_lable2
0.8690252645954251,225.0,0.3368897234551041,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,11,543.3680555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8690252645954251,245.0,0.3368897234551041,0.09871116421987026,0.0,0.0,0.0,0,1614.77,0,0,3,0,0,0.0,0.28973199044042336,0,0.0,0.0,0.2220894503243428,19,851.0486111111112,0.0,0.6,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,25.74,2499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0000001,0.0,0.0,0.0,2900.600000000001,0.0,0.0,0
0.8690252645954251,408.0,0.3255377261864117,0.0,0.03939057698873336,0.001835097302833732,0.008321952884943667,0,0.0,0,0,0,14005,0,22.30785619,0.0,6,0.052278934790030734,0.03303175145100717,0.0,20,854.0,0.0,0.0,1.9,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,0.0,0.0,248.5974,0.0,0.0,0.0,0.0,590.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,10.533333333,0.0,211.8,0.0,0.0,0.0,0
0.8690252645954251,186.0,0.3255377261864117,0.0,0.0,0.0,0.0,0,2562.52,0,0,0,0,0,0.0,0.03695800614544213,0,0.0,0.0,0.002304540798907477,20,746.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9811.2,0.0,0.0,0
0.8690252645954251,519.0,0.3368897234551041,0.09871116421987026,0.0,0.0,0.0,0,32234.89,0,2,4,0,0,0.0,0.28973199044042336,0,0.0,0.0,0.2220894503243428,11,1133.3680555555557,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,6044.0,0.0,824.4,0.0,0.6,549.6,0.0,0.0,0.0,0.0,1373.6,0.0,0.0,0.0,26000.4,0.0,0.1,0
0.8690252645954251,751.0,0.3255377261864117,0.0,0.03939057698873336,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.013443154660293615,0.00046944349607374534,0.0,0,758.8368055555555,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,0.0,204.59549999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8690252645954251,335800.0,0.3255377261864117,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0008535336292249915,0.03303175145100717,0.0,20,680.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8690252645954251,838.0,0.3255377261864117,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,292.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8690252645954251,56.0,0.3368897234551041,0.0,0.0,0.0,0.0,0,3449.9,0,0,0,0,0,0.0,0.28973199044042336,0,0.06260669170365313,0.04916353704335951,0.2220894503243428,19,726.0347222222223,0.0,0.3,0.6,0.6,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,344.99000010000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.2000000000007,0.0,0.0,0
0.12640833048822125,1991.0,0.3368897234551041,0.0,0.0,0.0,0.0,0,14586.75,0,0,0,0,0,0.0,0.28973199044042336,0,0.0,0.0,0.2220894503243428,20,694.0138888888888,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.6,0.0,0.0,0
